date,year,month,week_number,district,state,total_opd,fever_opd,diarrhea_opd,respiratory_opd,other_opd
2016-02-10,2016,2,6,Ariyalur,Tamil Nadu,165,63,16,19,67
2016-02-11,2016,2,6,Ariyalur,Tamil Nadu,95,35,17,14,29
2016-02-12,2016,2,6,Ariyalur,Tamil Nadu,121,45,22,16,38
2016-02-13,2016,2,6,Ariyalur,Tamil Nadu,117,50,17,20,30
2016-02-15,2016,2,7,Ariyalur,Tamil Nadu,224,83,24,33,84
2016-02-16,2016,2,7,Ariyalur,Tamil Nadu,99,34,11,13,41
2016-02-17,2016,2,7,Ariyalur,Tamil Nadu,205,67,35,34,69
2016-02-18,2016,2,7,Ariyalur,Tamil Nadu,213,84,30,29,70
2016-02-19,2016,2,7,Ariyalur,Tamil Nadu,159,57,19,21,62
2016-02-20,2016,2,7,Ariyalur,Tamil Nadu,143,43,25,21,54
2016-02-22,2016,2,8,Ariyalur,Tamil Nadu,264,105,49,34,76
2016-02-23,2016,2,8,Ariyalur,Tamil Nadu,119,40,12,17,50
2016-02-24,2016,2,8,Ariyalur,Tamil Nadu,247,107,36,27,77
2016-02-25,2016,2,8,Ariyalur,Tamil Nadu,167,56,23,18,70
2016-02-26,2016,2,8,Ariyalur,Tamil Nadu,170,75,23,23,49
2016-02-27,2016,2,8,Ariyalur,Tamil Nadu,96,29,18,17,32
2016-02-29,2016,2,9,Ariyalur,Tamil Nadu,106,47,13,18,28
2016-03-01,2016,3,9,Ariyalur,Tamil Nadu,172,68,23,30,51
2016-03-02,2016,3,9,Ariyalur,Tamil Nadu,198,76,23,27,72
2016-03-03,2016,3,9,Ariyalur,Tamil Nadu,114,47,19,15,33
2016-03-04,2016,3,9,Ariyalur,Tamil Nadu,91,40,13,9,29
2016-03-05,2016,3,9,Ariyalur,Tamil Nadu,118,46,15,12,45
2016-03-07,2016,3,10,Ariyalur,Tamil Nadu,153,59,15,17,62
2016-03-08,2016,3,10,Ariyalur,Tamil Nadu,178,56,28,20,74
2016-03-09,2016,3,10,Ariyalur,Tamil Nadu,95,28,18,14,35
2016-03-10,2016,3,10,Ariyalur,Tamil Nadu,165,62,26,16,61
2016-03-11,2016,3,10,Ariyalur,Tamil Nadu,180,73,29,18,60
2016-03-12,2016,3,10,Ariyalur,Tamil Nadu,100,34,11,12,43
2016-03-14,2016,3,11,Ariyalur,Tamil Nadu,94,34,15,14,31
2016-03-15,2016,3,11,Ariyalur,Tamil Nadu,121,37,22,12,50
2016-03-16,2016,3,11,Ariyalur,Tamil Nadu,145,50,26,17,52
2016-03-17,2016,3,11,Ariyalur,Tamil Nadu,142,49,24,21,48
2016-03-18,2016,3,11,Ariyalur,Tamil Nadu,137,58,22,16,41
2016-03-19,2016,3,11,Ariyalur,Tamil Nadu,98,42,17,16,23
2016-03-21,2016,3,12,Ariyalur,Tamil Nadu,165,70,22,17,56
2016-03-22,2016,3,12,Ariyalur,Tamil Nadu,185,64,33,32,56
2016-03-23,2016,3,12,Ariyalur,Tamil Nadu,130,50,13,22,45
2016-03-24,2016,3,12,Ariyalur,Tamil Nadu,172,74,30,28,40
2016-03-25,2016,3,12,Ariyalur,Tamil Nadu,196,87,32,30,47
2016-03-26,2016,3,12,Ariyalur,Tamil Nadu,74,30,10,11,23
2016-03-28,2016,3,13,Ariyalur,Tamil Nadu,118,46,13,12,47
2016-03-29,2016,3,13,Ariyalur,Tamil Nadu,100,41,12,14,33
2016-03-30,2016,3,13,Ariyalur,Tamil Nadu,112,37,21,17,37
2016-03-31,2016,3,13,Ariyalur,Tamil Nadu,151,52,24,24,51
2016-04-01,2016,4,13,Ariyalur,Tamil Nadu,137,53,25,21,38
2016-04-02,2016,4,13,Ariyalur,Tamil Nadu,150,50,15,25,60
2016-04-04,2016,4,14,Ariyalur,Tamil Nadu,283,124,43,41,75
2016-04-05,2016,4,14,Ariyalur,Tamil Nadu,183,64,18,29,72
2016-04-06,2016,4,14,Ariyalur,Tamil Nadu,166,65,18,19,64
2016-04-07,2016,4,14,Ariyalur,Tamil Nadu,281,114,52,38,77
2016-04-08,2016,4,14,Ariyalur,Tamil Nadu,147,46,27,19,55
2016-04-09,2016,4,14,Ariyalur,Tamil Nadu,92,35,15,12,30
2016-04-11,2016,4,15,Ariyalur,Tamil Nadu,262,80,38,36,108
2016-04-12,2016,4,15,Ariyalur,Tamil Nadu,203,74,40,23,66
2016-04-13,2016,4,15,Ariyalur,Tamil Nadu,260,107,37,43,73
2016-04-14,2016,4,15,Ariyalur,Tamil Nadu,271,117,44,27,83
2016-04-15,2016,4,15,Ariyalur,Tamil Nadu,126,41,21,20,44
2016-04-16,2016,4,15,Ariyalur,Tamil Nadu,109,32,12,11,54
2016-04-18,2016,4,16,Ariyalur,Tamil Nadu,273,105,54,48,66
2016-04-19,2016,4,16,Ariyalur,Tamil Nadu,268,89,30,31,118
2016-04-20,2016,4,16,Ariyalur,Tamil Nadu,140,47,23,23,47
2016-04-21,2016,4,16,Ariyalur,Tamil Nadu,128,42,13,17,56
2016-04-22,2016,4,16,Ariyalur,Tamil Nadu,278,96,45,29,108
2016-04-23,2016,4,16,Ariyalur,Tamil Nadu,161,67,29,26,39
2016-04-25,2016,4,17,Ariyalur,Tamil Nadu,146,53,26,17,50
2016-04-26,2016,4,17,Ariyalur,Tamil Nadu,189,68,24,20,77
2016-04-27,2016,4,17,Ariyalur,Tamil Nadu,237,79,28,35,95
2016-04-28,2016,4,17,Ariyalur,Tamil Nadu,130,53,20,13,44
2016-04-29,2016,4,17,Ariyalur,Tamil Nadu,236,88,46,42,60
2016-04-30,2016,4,17,Ariyalur,Tamil Nadu,172,75,27,25,45
2016-05-02,2016,5,18,Ariyalur,Tamil Nadu,260,108,49,43,60
2016-05-03,2016,5,18,Ariyalur,Tamil Nadu,151,64,28,24,35
2016-05-04,2016,5,18,Ariyalur,Tamil Nadu,261,78,38,36,109
2016-05-05,2016,5,18,Ariyalur,Tamil Nadu,265,85,40,40,100
2016-05-06,2016,5,18,Ariyalur,Tamil Nadu,221,88,34,31,68
2016-05-07,2016,5,18,Ariyalur,Tamil Nadu,171,70,27,27,47
2016-05-09,2016,5,19,Ariyalur,Tamil Nadu,299,90,49,45,115
2016-05-10,2016,5,19,Ariyalur,Tamil Nadu,117,39,16,20,42
2016-05-11,2016,5,19,Ariyalur,Tamil Nadu,178,67,30,29,52
2016-05-12,2016,5,19,Ariyalur,Tamil Nadu,204,63,30,21,90
2016-05-13,2016,5,19,Ariyalur,Tamil Nadu,183,64,18,21,80
2016-05-14,2016,5,19,Ariyalur,Tamil Nadu,124,48,16,18,42
2016-05-16,2016,5,20,Ariyalur,Tamil Nadu,220,87,32,30,71
2016-05-17,2016,5,20,Ariyalur,Tamil Nadu,171,72,19,28,52
2016-05-18,2016,5,20,Ariyalur,Tamil Nadu,305,135,32,43,95
2016-05-19,2016,5,20,Ariyalur,Tamil Nadu,260,110,31,37,82
2016-05-20,2016,5,20,Ariyalur,Tamil Nadu,250,111,44,28,67
2016-05-21,2016,5,20,Ariyalur,Tamil Nadu,192,76,32,30,54
2016-05-23,2016,5,21,Ariyalur,Tamil Nadu,125,50,16,20,39
2016-05-24,2016,5,21,Ariyalur,Tamil Nadu,284,107,50,49,78
2016-05-25,2016,5,21,Ariyalur,Tamil Nadu,124,44,13,16,51
2016-05-26,2016,5,21,Ariyalur,Tamil Nadu,303,132,47,45,79
2016-05-27,2016,5,21,Ariyalur,Tamil Nadu,151,59,16,20,56
2016-05-28,2016,5,21,Ariyalur,Tamil Nadu,103,35,15,17,36
2016-05-30,2016,5,22,Ariyalur,Tamil Nadu,108,40,13,11,44
2016-05-31,2016,5,22,Ariyalur,Tamil Nadu,231,86,30,30,85
2016-06-01,2016,6,22,Ariyalur,Tamil Nadu,133,46,14,17,56
2016-06-02,2016,6,22,Ariyalur,Tamil Nadu,175,59,29,21,66
2016-06-03,2016,6,22,Ariyalur,Tamil Nadu,160,55,16,17,72
2016-06-04,2016,6,22,Ariyalur,Tamil Nadu,153,48,15,15,75
2016-06-06,2016,6,23,Ariyalur,Tamil Nadu,270,84,49,27,110
2016-06-07,2016,6,23,Ariyalur,Tamil Nadu,151,59,24,22,46
2016-06-08,2016,6,23,Ariyalur,Tamil Nadu,195,76,36,28,55
2016-06-09,2016,6,23,Ariyalur,Tamil Nadu,178,59,35,23,61
2016-06-10,2016,6,23,Ariyalur,Tamil Nadu,258,88,36,31,103
2016-06-11,2016,6,23,Ariyalur,Tamil Nadu,122,52,24,14,32
2016-06-13,2016,6,24,Ariyalur,Tamil Nadu,163,54,25,23,61
2016-06-14,2016,6,24,Ariyalur,Tamil Nadu,150,66,29,18,37
2016-06-15,2016,6,24,Ariyalur,Tamil Nadu,215,84,28,28,75
2016-06-16,2016,6,24,Ariyalur,Tamil Nadu,150,60,21,20,49
2016-06-17,2016,6,24,Ariyalur,Tamil Nadu,228,86,28,36,78
2016-06-18,2016,6,24,Ariyalur,Tamil Nadu,99,37,12,17,33
2016-06-20,2016,6,25,Ariyalur,Tamil Nadu,291,115,33,38,105
2016-06-21,2016,6,25,Ariyalur,Tamil Nadu,240,86,27,27,100
2016-06-22,2016,6,25,Ariyalur,Tamil Nadu,166,60,30,22,54
2016-06-23,2016,6,25,Ariyalur,Tamil Nadu,179,59,28,19,73
2016-06-24,2016,6,25,Ariyalur,Tamil Nadu,216,78,42,32,64
2016-06-25,2016,6,25,Ariyalur,Tamil Nadu,146,58,24,21,43
2016-06-27,2016,6,26,Ariyalur,Tamil Nadu,128,40,16,15,57
2016-06-28,2016,6,26,Ariyalur,Tamil Nadu,235,102,34,33,66
2016-06-29,2016,6,26,Ariyalur,Tamil Nadu,292,128,53,44,67
2016-06-30,2016,6,26,Ariyalur,Tamil Nadu,104,41,17,12,34
2016-07-01,2016,7,26,Ariyalur,Tamil Nadu,199,81,38,34,46
2016-07-02,2016,7,26,Ariyalur,Tamil Nadu,165,63,20,27,55
2016-07-04,2016,7,27,Ariyalur,Tamil Nadu,192,82,36,30,44
2016-07-05,2016,7,27,Ariyalur,Tamil Nadu,194,61,32,21,80
2016-07-06,2016,7,27,Ariyalur,Tamil Nadu,183,68,23,19,73
2016-07-07,2016,7,27,Ariyalur,Tamil Nadu,190,59,29,24,78
2016-07-08,2016,7,27,Ariyalur,Tamil Nadu,133,56,23,13,41
2016-07-09,2016,7,27,Ariyalur,Tamil Nadu,95,36,13,14,32
2016-07-11,2016,7,28,Ariyalur,Tamil Nadu,223,77,35,22,89
2016-07-12,2016,7,28,Ariyalur,Tamil Nadu,187,72,33,31,51
2016-07-13,2016,7,28,Ariyalur,Tamil Nadu,153,67,27,22,37
2016-07-14,2016,7,28,Ariyalur,Tamil Nadu,198,86,36,22,54
2016-07-15,2016,7,28,Ariyalur,Tamil Nadu,195,61,35,24,75
2016-07-16,2016,7,28,Ariyalur,Tamil Nadu,73,24,12,7,30
2016-07-18,2016,7,29,Ariyalur,Tamil Nadu,252,103,33,35,81
2016-07-19,2016,7,29,Ariyalur,Tamil Nadu,201,75,36,32,58
2016-07-20,2016,7,29,Ariyalur,Tamil Nadu,293,113,36,33,111
2016-07-21,2016,7,29,Ariyalur,Tamil Nadu,229,99,32,23,75
2016-07-22,2016,7,29,Ariyalur,Tamil Nadu,252,112,43,40,57
2016-07-23,2016,7,29,Ariyalur,Tamil Nadu,82,30,12,13,27
2016-07-25,2016,7,30,Ariyalur,Tamil Nadu,244,99,32,32,81
2016-07-26,2016,7,30,Ariyalur,Tamil Nadu,255,96,30,25,104
2016-07-27,2016,7,30,Ariyalur,Tamil Nadu,121,43,12,15,51
2016-07-28,2016,7,30,Ariyalur,Tamil Nadu,176,64,23,25,64
2016-07-29,2016,7,30,Ariyalur,Tamil Nadu,207,76,31,34,66
2016-07-30,2016,7,30,Ariyalur,Tamil Nadu,123,41,23,19,40
2016-08-01,2016,8,31,Ariyalur,Tamil Nadu,106,37,18,12,39
2016-08-02,2016,8,31,Ariyalur,Tamil Nadu,150,66,27,15,42
2016-08-03,2016,8,31,Ariyalur,Tamil Nadu,159,58,21,19,61
2016-08-04,2016,8,31,Ariyalur,Tamil Nadu,91,39,17,15,20
2016-08-05,2016,8,31,Ariyalur,Tamil Nadu,189,81,26,21,61
2016-08-06,2016,8,31,Ariyalur,Tamil Nadu,114,47,11,11,45
2016-08-08,2016,8,32,Ariyalur,Tamil Nadu,139,54,23,24,38
2016-08-09,2016,8,32,Ariyalur,Tamil Nadu,148,62,16,15,55
2016-08-10,2016,8,32,Ariyalur,Tamil Nadu,161,64,28,20,49
2016-08-11,2016,8,32,Ariyalur,Tamil Nadu,153,54,16,19,64
2016-08-12,2016,8,32,Ariyalur,Tamil Nadu,90,27,13,12,38
2016-08-13,2016,8,32,Ariyalur,Tamil Nadu,52,20,7,6,19
2016-08-15,2016,8,33,Ariyalur,Tamil Nadu,79,27,15,13,24
2016-08-16,2016,8,33,Ariyalur,Tamil Nadu,85,31,9,15,30
2016-08-17,2016,8,33,Ariyalur,Tamil Nadu,101,36,16,10,39
2016-08-18,2016,8,33,Ariyalur,Tamil Nadu,85,30,10,14,31
2016-08-19,2016,8,33,Ariyalur,Tamil Nadu,147,65,27,19,36
2016-08-20,2016,8,33,Ariyalur,Tamil Nadu,55,22,8,7,18
2016-08-22,2016,8,34,Ariyalur,Tamil Nadu,136,49,25,15,47
2016-08-23,2016,8,34,Ariyalur,Tamil Nadu,159,61,31,18,49
2016-08-24,2016,8,34,Ariyalur,Tamil Nadu,131,43,25,21,42
2016-08-25,2016,8,34,Ariyalur,Tamil Nadu,203,66,26,34,77
2016-08-26,2016,8,34,Ariyalur,Tamil Nadu,202,68,26,28,80
2016-08-27,2016,8,34,Ariyalur,Tamil Nadu,103,45,14,10,34
2016-08-29,2016,8,35,Ariyalur,Tamil Nadu,77,28,9,9,31
2016-08-30,2016,8,35,Ariyalur,Tamil Nadu,149,46,17,21,65
2016-08-31,2016,8,35,Ariyalur,Tamil Nadu,165,59,29,26,51
2016-09-01,2016,9,35,Ariyalur,Tamil Nadu,87,26,11,13,37
2016-09-02,2016,9,35,Ariyalur,Tamil Nadu,202,63,39,28,72
2016-09-03,2016,9,35,Ariyalur,Tamil Nadu,90,40,9,11,30
2016-09-05,2016,9,36,Ariyalur,Tamil Nadu,188,69,33,25,61
2016-09-06,2016,9,36,Ariyalur,Tamil Nadu,205,75,30,21,79
2016-09-07,2016,9,36,Ariyalur,Tamil Nadu,186,66,26,22,72
2016-09-08,2016,9,36,Ariyalur,Tamil Nadu,117,45,15,13,44
2016-09-09,2016,9,36,Ariyalur,Tamil Nadu,177,77,31,28,41
2016-09-10,2016,9,36,Ariyalur,Tamil Nadu,98,37,11,15,35
2016-09-12,2016,9,37,Ariyalur,Tamil Nadu,118,50,11,15,42
2016-09-13,2016,9,37,Ariyalur,Tamil Nadu,151,63,18,26,44
2016-09-14,2016,9,37,Ariyalur,Tamil Nadu,149,50,19,26,54
2016-09-15,2016,9,37,Ariyalur,Tamil Nadu,127,39,15,16,57
2016-09-16,2016,9,37,Ariyalur,Tamil Nadu,192,70,20,32,70
2016-09-17,2016,9,37,Ariyalur,Tamil Nadu,122,46,21,21,34
2016-09-19,2016,9,38,Ariyalur,Tamil Nadu,217,73,43,24,77
2016-09-20,2016,9,38,Ariyalur,Tamil Nadu,121,47,16,21,37
2016-09-21,2016,9,38,Ariyalur,Tamil Nadu,171,70,25,26,50
2016-09-22,2016,9,38,Ariyalur,Tamil Nadu,170,51,18,28,73
2016-09-23,2016,9,38,Ariyalur,Tamil Nadu,76,32,9,13,22
2016-09-24,2016,9,38,Ariyalur,Tamil Nadu,54,20,6,6,22
2016-09-26,2016,9,39,Ariyalur,Tamil Nadu,152,53,29,17,53
2016-09-27,2016,9,39,Ariyalur,Tamil Nadu,135,46,22,19,48
2016-09-28,2016,9,39,Ariyalur,Tamil Nadu,129,51,18,13,47
2016-09-29,2016,9,39,Ariyalur,Tamil Nadu,131,55,18,15,43
2016-09-30,2016,9,39,Ariyalur,Tamil Nadu,133,42,24,17,50
2016-10-01,2016,10,39,Ariyalur,Tamil Nadu,178,61,21,18,78
2016-10-03,2016,10,40,Ariyalur,Tamil Nadu,136,43,24,23,46
2016-10-04,2016,10,40,Ariyalur,Tamil Nadu,284,112,53,37,82
2016-10-05,2016,10,40,Ariyalur,Tamil Nadu,289,129,40,32,88
2016-10-06,2016,10,40,Ariyalur,Tamil Nadu,267,88,50,38,91
2016-10-07,2016,10,40,Ariyalur,Tamil Nadu,176,56,17,27,76
2016-10-08,2016,10,40,Ariyalur,Tamil Nadu,143,43,17,19,64
2016-10-10,2016,10,41,Ariyalur,Tamil Nadu,175,62,22,30,61
2016-10-11,2016,10,41,Ariyalur,Tamil Nadu,238,85,25,25,103
2016-10-12,2016,10,41,Ariyalur,Tamil Nadu,256,84,48,40,84
2016-10-13,2016,10,41,Ariyalur,Tamil Nadu,288,92,45,38,113
2016-10-14,2016,10,41,Ariyalur,Tamil Nadu,289,111,31,40,107
2016-10-15,2016,10,41,Ariyalur,Tamil Nadu,171,71,23,19,58
2016-10-17,2016,10,42,Ariyalur,Tamil Nadu,279,95,51,50,83
2016-10-18,2016,10,42,Ariyalur,Tamil Nadu,305,135,53,34,83
2016-10-19,2016,10,42,Ariyalur,Tamil Nadu,206,71,40,28,67
2016-10-20,2016,10,42,Ariyalur,Tamil Nadu,264,101,34,47,82
2016-10-21,2016,10,42,Ariyalur,Tamil Nadu,138,51,26,21,40
2016-10-22,2016,10,42,Ariyalur,Tamil Nadu,107,34,19,13,41
2016-10-24,2016,10,43,Ariyalur,Tamil Nadu,149,45,18,23,63
2016-10-25,2016,10,43,Ariyalur,Tamil Nadu,222,98,23,24,77
2016-10-26,2016,10,43,Ariyalur,Tamil Nadu,314,134,38,53,89
2016-10-27,2016,10,43,Ariyalur,Tamil Nadu,297,122,54,42,79
2016-10-28,2016,10,43,Ariyalur,Tamil Nadu,168,52,19,29,68
2016-10-29,2016,10,43,Ariyalur,Tamil Nadu,89,30,16,13,30
2016-10-31,2016,10,44,Ariyalur,Tamil Nadu,136,52,17,21,46
2016-11-01,2016,11,44,Ariyalur,Tamil Nadu,292,107,48,34,103
2016-11-02,2016,11,44,Ariyalur,Tamil Nadu,311,101,55,45,110
2016-11-03,2016,11,44,Ariyalur,Tamil Nadu,227,80,39,35,73
2016-11-04,2016,11,44,Ariyalur,Tamil Nadu,257,110,33,45,69
2016-11-05,2016,11,44,Ariyalur,Tamil Nadu,209,67,36,32,74
2016-11-07,2016,11,45,Ariyalur,Tamil Nadu,355,155,65,46,89
2016-11-08,2016,11,45,Ariyalur,Tamil Nadu,372,123,61,41,147
2016-11-09,2016,11,45,Ariyalur,Tamil Nadu,331,132,52,38,109
2016-11-10,2016,11,45,Ariyalur,Tamil Nadu,273,83,52,44,94
2016-11-11,2016,11,45,Ariyalur,Tamil Nadu,179,59,34,29,57
2016-11-12,2016,11,45,Ariyalur,Tamil Nadu,144,57,19,20,48
2016-11-14,2016,11,46,Ariyalur,Tamil Nadu,337,143,49,47,98
2016-11-15,2016,11,46,Ariyalur,Tamil Nadu,212,72,26,33,81
2016-11-16,2016,11,46,Ariyalur,Tamil Nadu,203,61,36,33,73
2016-11-17,2016,11,46,Ariyalur,Tamil Nadu,223,74,22,32,95
2016-11-18,2016,11,46,Ariyalur,Tamil Nadu,165,67,18,24,56
2016-11-19,2016,11,46,Ariyalur,Tamil Nadu,93,41,18,14,20
2016-11-21,2016,11,47,Ariyalur,Tamil Nadu,211,83,33,29,66
2016-11-22,2016,11,47,Ariyalur,Tamil Nadu,177,71,29,26,51
2016-11-23,2016,11,47,Ariyalur,Tamil Nadu,155,60,20,25,50
2016-11-24,2016,11,47,Ariyalur,Tamil Nadu,367,143,71,59,94
2016-11-25,2016,11,47,Ariyalur,Tamil Nadu,184,73,32,20,59
2016-11-26,2016,11,47,Ariyalur,Tamil Nadu,174,64,22,27,61
2016-11-28,2016,11,48,Ariyalur,Tamil Nadu,230,103,27,27,73
2016-11-29,2016,11,48,Ariyalur,Tamil Nadu,222,67,40,23,92
2016-11-30,2016,11,48,Ariyalur,Tamil Nadu,278,124,51,27,76
2016-12-01,2016,12,48,Ariyalur,Tamil Nadu,276,99,29,33,115
2016-12-02,2016,12,48,Ariyalur,Tamil Nadu,353,107,67,47,132
2016-12-03,2016,12,48,Ariyalur,Tamil Nadu,113,41,20,12,40
2016-12-05,2016,12,49,Ariyalur,Tamil Nadu,287,112,37,30,108
2016-12-06,2016,12,49,Ariyalur,Tamil Nadu,424,136,55,55,178
2016-12-07,2016,12,49,Ariyalur,Tamil Nadu,271,106,27,38,100
2016-12-08,2016,12,49,Ariyalur,Tamil Nadu,302,93,43,37,129
2016-12-09,2016,12,49,Ariyalur,Tamil Nadu,140,52,16,17,55
2016-12-10,2016,12,49,Ariyalur,Tamil Nadu,126,46,19,13,48
2016-12-12,2016,12,50,Ariyalur,Tamil Nadu,308,128,47,50,83
2016-12-13,2016,12,50,Ariyalur,Tamil Nadu,270,116,35,36,83
2016-12-14,2016,12,50,Ariyalur,Tamil Nadu,169,63,17,24,65
2016-12-15,2016,12,50,Ariyalur,Tamil Nadu,227,76,37,39,75
2016-12-16,2016,12,50,Ariyalur,Tamil Nadu,172,72,33,20,47
2016-12-17,2016,12,50,Ariyalur,Tamil Nadu,110,40,16,19,35
2016-12-19,2016,12,51,Ariyalur,Tamil Nadu,271,121,30,33,87
2016-12-20,2016,12,51,Ariyalur,Tamil Nadu,312,131,51,31,99
2016-12-21,2016,12,51,Ariyalur,Tamil Nadu,146,46,25,20,55
2016-12-22,2016,12,51,Ariyalur,Tamil Nadu,210,80,36,29,65
2016-12-23,2016,12,51,Ariyalur,Tamil Nadu,271,103,51,34,83
2016-12-24,2016,12,51,Ariyalur,Tamil Nadu,173,75,29,30,39
2016-12-26,2016,12,52,Ariyalur,Tamil Nadu,205,91,32,21,61
2016-12-27,2016,12,52,Ariyalur,Tamil Nadu,352,131,62,55,104
2016-12-28,2016,12,52,Ariyalur,Tamil Nadu,142,49,26,24,43
2016-12-29,2016,12,52,Ariyalur,Tamil Nadu,339,121,46,35,137
2016-12-30,2016,12,52,Ariyalur,Tamil Nadu,340,121,66,55,98
2016-12-31,2016,12,52,Ariyalur,Tamil Nadu,84,26,14,11,33
2017-01-02,2017,1,1,Ariyalur,Tamil Nadu,164,71,16,25,52
2017-01-03,2017,1,1,Ariyalur,Tamil Nadu,151,45,25,24,57
2017-01-04,2017,1,1,Ariyalur,Tamil Nadu,227,97,29,39,62
2017-01-05,2017,1,1,Ariyalur,Tamil Nadu,115,39,22,20,34
2017-01-06,2017,1,1,Ariyalur,Tamil Nadu,187,69,28,28,62
2017-01-07,2017,1,1,Ariyalur,Tamil Nadu,128,42,23,16,47
2017-01-09,2017,1,2,Ariyalur,Tamil Nadu,199,60,30,30,79
2017-01-10,2017,1,2,Ariyalur,Tamil Nadu,209,81,22,32,74
2017-01-11,2017,1,2,Ariyalur,Tamil Nadu,151,51,20,26,54
2017-01-12,2017,1,2,Ariyalur,Tamil Nadu,203,82,29,25,67
2017-01-13,2017,1,2,Ariyalur,Tamil Nadu,196,84,30,34,48
2017-01-14,2017,1,2,Ariyalur,Tamil Nadu,107,47,20,18,22
2017-01-16,2017,1,3,Ariyalur,Tamil Nadu,184,63,35,18,68
2017-01-17,2017,1,3,Ariyalur,Tamil Nadu,176,56,21,18,81
2017-01-18,2017,1,3,Ariyalur,Tamil Nadu,213,94,21,23,75
2017-01-19,2017,1,3,Ariyalur,Tamil Nadu,211,75,21,34,81
2017-01-20,2017,1,3,Ariyalur,Tamil Nadu,104,46,17,17,24
2017-01-21,2017,1,3,Ariyalur,Tamil Nadu,95,30,18,14,33
2017-01-23,2017,1,4,Ariyalur,Tamil Nadu,217,95,41,30,51
2017-01-24,2017,1,4,Ariyalur,Tamil Nadu,100,39,14,15,32
2017-01-25,2017,1,4,Ariyalur,Tamil Nadu,246,83,32,32,99
2017-01-26,2017,1,4,Ariyalur,Tamil Nadu,316,107,47,31,131
2017-01-27,2017,1,4,Ariyalur,Tamil Nadu,138,53,21,13,51
2017-01-28,2017,1,4,Ariyalur,Tamil Nadu,157,58,18,17,64
2017-01-30,2017,1,5,Ariyalur,Tamil Nadu,113,46,16,13,38
2017-01-31,2017,1,5,Ariyalur,Tamil Nadu,301,105,42,44,110
2017-02-01,2017,2,5,Ariyalur,Tamil Nadu,215,65,41,29,80
2017-02-02,2017,2,5,Ariyalur,Tamil Nadu,142,63,25,16,38
2017-02-03,2017,2,5,Ariyalur,Tamil Nadu,145,63,20,19,43
2017-02-04,2017,2,5,Ariyalur,Tamil Nadu,106,37,11,15,43
2017-02-06,2017,2,6,Ariyalur,Tamil Nadu,230,93,23,24,90
2017-02-07,2017,2,6,Ariyalur,Tamil Nadu,262,110,38,41,73
2017-02-08,2017,2,6,Ariyalur,Tamil Nadu,165,65,24,29,47
2017-02-09,2017,2,6,Ariyalur,Tamil Nadu,163,57,26,26,54
2017-02-10,2017,2,6,Ariyalur,Tamil Nadu,144,45,22,16,61
2017-02-11,2017,2,6,Ariyalur,Tamil Nadu,139,50,16,17,56
2017-02-13,2017,2,7,Ariyalur,Tamil Nadu,175,75,19,21,60
2017-02-14,2017,2,7,Ariyalur,Tamil Nadu,141,44,21,20,56
2017-02-15,2017,2,7,Ariyalur,Tamil Nadu,192,63,25,23,81
2017-02-16,2017,2,7,Ariyalur,Tamil Nadu,239,99,41,37,62
2017-02-17,2017,2,7,Ariyalur,Tamil Nadu,216,82,25,29,80
2017-02-18,2017,2,7,Ariyalur,Tamil Nadu,110,40,11,19,40
2017-02-20,2017,2,8,Ariyalur,Tamil Nadu,209,76,40,22,71
2017-02-21,2017,2,8,Ariyalur,Tamil Nadu,110,41,14,18,37
2017-02-22,2017,2,8,Ariyalur,Tamil Nadu,113,42,15,19,37
2017-02-23,2017,2,8,Ariyalur,Tamil Nadu,117,36,20,16,45
2017-02-24,2017,2,8,Ariyalur,Tamil Nadu,178,75,24,19,60
2017-02-25,2017,2,8,Ariyalur,Tamil Nadu,142,55,24,23,40
2017-02-27,2017,2,9,Ariyalur,Tamil Nadu,109,33,21,17,38
2017-02-28,2017,2,9,Ariyalur,Tamil Nadu,239,87,36,34,82
2017-03-01,2017,3,9,Ariyalur,Tamil Nadu,141,48,26,18,49
2017-03-02,2017,3,9,Ariyalur,Tamil Nadu,198,68,31,27,72
2017-03-03,2017,3,9,Ariyalur,Tamil Nadu,148,65,19,14,50
2017-03-04,2017,3,9,Ariyalur,Tamil Nadu,75,23,10,12,30
2017-03-06,2017,3,10,Ariyalur,Tamil Nadu,162,69,17,24,52
2017-03-07,2017,3,10,Ariyalur,Tamil Nadu,78,26,11,13,28
2017-03-08,2017,3,10,Ariyalur,Tamil Nadu,129,44,13,22,50
2017-03-09,2017,3,10,Ariyalur,Tamil Nadu,214,73,42,37,62
2017-03-10,2017,3,10,Ariyalur,Tamil Nadu,178,64,28,23,63
2017-03-11,2017,3,10,Ariyalur,Tamil Nadu,83,33,14,13,23
2017-03-13,2017,3,11,Ariyalur,Tamil Nadu,128,43,13,13,59
2017-03-14,2017,3,11,Ariyalur,Tamil Nadu,89,37,11,12,29
2017-03-15,2017,3,11,Ariyalur,Tamil Nadu,201,71,29,28,73
2017-03-16,2017,3,11,Ariyalur,Tamil Nadu,83,34,11,10,28
2017-03-17,2017,3,11,Ariyalur,Tamil Nadu,73,29,10,10,24
2017-03-18,2017,3,11,Ariyalur,Tamil Nadu,52,23,9,5,15
2017-03-20,2017,3,12,Ariyalur,Tamil Nadu,85,38,15,11,21
2017-03-21,2017,3,12,Ariyalur,Tamil Nadu,95,38,15,10,32
